index,fpr,tpr
0,0.0,0.0
1,1.560947182750493e-05,0.9820554251529922
2,2.211341842229865e-05,0.9851762207785587
3,2.3414207741257397e-05,0.9863849380236882
4,2.8617365017092372e-05,0.9871119415500986
5,2.9918154336051115e-05,0.9876195141340863
6,3.121894365500986e-05,0.9880155241850579
7,3.251973297396861e-05,0.9883465176604967
8,3.382052229292735e-05,0.9886287487042862
9,3.902367956876232e-05,0.9888415302242112
10,3.902367956876232e-05,0.989037318775531
11,4.032446888772107e-05,0.9891976437401967
12,4.1625258206679815e-05,0.9893594463543064
13,4.42268368445973e-05,0.9894806136087081
14,4.42268368445973e-05,0.9896195126564369
15,4.5527626163556044e-05,0.9897443740344485
16,4.8129204801473536e-05,0.9898566753921866
17,4.942999412043228e-05,0.9899497673071538
18,5.2031572758349765e-05,0.9900339933254575
19,5.5933940715226e-05,0.990120435817927
20,5.8535519353143486e-05,0.9902046618362307
21,5.983630867210223e-05,0.9902925819781441
22,6.243788731001972e-05,0.9903679420997842
23,6.373867662897846e-05,0.9904381304483706
24,6.503946594793721e-05,0.990506102322791
25,6.634025526689595e-05,0.9905762906713774
26,6.76410445858547e-05,0.9906302248760807
27,6.76410445858547e-05,0.9906841590807839
28,7.024262322377219e-05,0.9907469591821506
29,7.024262322377219e-05,0.9908023710362978
30,7.024262322377219e-05,0.9908585217151669
31,7.154341254273092e-05,0.9909013735490406
32,7.154341254273092e-05,0.9909567854031878
33,7.284420186168967e-05,0.9910018537112274
34,7.414499118064842e-05,0.9910587432148185
35,7.93481484564834e-05,0.9910949456261946
36,8.194972709440088e-05,0.9911414915836781
37,8.455130573231837e-05,0.9911917316647716
38,8.455130573231837e-05,0.991222762303094
39,8.585209505127712e-05,0.991260442363914
40,8.975446300815335e-05,0.9913018165483439
41,9.105525232711209e-05,0.9913439295574957
42,9.365683096502959e-05,0.9913867813913695
43,9.365683096502959e-05,0.9914288944005213
44,9.495762028398832e-05,0.9914650968118974
45,9.625840960294707e-05,0.9914998215738297
46,9.625840960294707e-05,0.9915286357379861
47,9.885998824086456e-05,0.9915567110774207
48,9.885998824086456e-05,0.991590697014631
49,0.0001001607775598233,0.9916158170551777
50,0.0001001607775598233,0.9916401982710024
51,0.0001001607775598233,0.9916653183115491
52,0.0001001607775598233,0.9916985654240373
53,0.0001001607775598233,0.99172590193875
54,0.00010146156687878204,0.9917495443298527
55,0.00010146156687878204,0.9917761420198433
56,0.0001027623561977408,0.9917946126378924
57,0.00010406314551669953,0.9918197326784391
58,0.00010406314551669953,0.991841897420098
59,0.00010536393483565828,0.9918744057078642
60,0.00010536393483565828,0.9918913986764694
61,0.00010536393483565828,0.9919157798922942
62,0.00010666472415461702,0.991938683458675
63,0.00010666472415461702,0.9919630646744997
64,0.00010796551347357577,0.9919837517667146
65,0.00010926630279253452,0.9920022223847637
66,0.00010926630279253452,0.9920251259511444
67,0.00011056709211149325,0.9920406412703057
68,0.00011316867074941074,0.9920605895377986
69,0.00011316867074941074,0.9920820154547355
70,0.00011316867074941074,0.9920982695986187
71,0.00011446946006836949,0.9921108296188921
72,0.00011577024938732824,0.9921300390616631
73,0.00011577024938732824,0.9921455543808243
74,0.00011577024938732824,0.9921684579472051
75,0.00011577024938732824,0.99218914503942
76,0.00011577024938732824,0.9922061380080252
77,0.00011707103870628697,0.992229041574406
78,0.00011707103870628697,0.9922416015946793
79,0.00011707103870628697,0.9922578557385624
80,0.00011707103870628697,0.9922726322330017
