index,precision,recall
0,0.602888135284046,1.0
1,0.982441784364642,0.9999974213201809
2,0.9824434436522366,0.9999974213201809
3,0.9824442732981358,0.9999974213201809
4,0.9902370681583723,0.9999965617602412
5,0.990237911020206,0.9999965617602412
6,0.9902395967481779,0.9999965617602412
7,0.9902404396143161,0.9999965617602412
8,0.9929051441758684,0.9999957022003015
9,0.9929068389986447,0.9999957022003015
10,0.9942747455513687,0.9999948426403619
11,0.9942755953021936,0.9999948426403619
12,0.9942764450544708,0.9999948426403619
13,0.9942772948082005,0.9999948426403619
14,0.9951643711757857,0.9999931235204824
15,0.9957750975553599,0.9999905448406634
16,0.9957759498763171,0.9999905448406634
17,0.9957768021987334,0.9999905448406634
18,0.996256891481538,0.9999905448406634
19,0.9966119263618686,0.9999905448406634
20,0.9966127801159742,0.9999905448406634
21,0.9969048498398011,0.9999905448406634
22,0.9969057040958503,0.9999905448406634
23,0.9971372590026347,0.9999896852807236
24,0.9971381136577718,0.9999896852807236
25,0.9973432732690769,0.9999896852807236
26,0.9975459491440405,0.999988825720784
27,0.9977059263426549,0.999988825720784
28,0.9978351376711777,0.999986247040965
29,0.9979515474052076,0.999986247040965
30,0.9980508595263383,0.999986247040965
31,0.9981459046886905,0.9999836683611458
32,0.9982281248498411,0.9999836683611458
33,0.9982975071866821,0.9999828088012062
34,0.9983746088848993,0.9999810896813267
35,0.9984508645120095,0.9999785110015077
36,0.9985031392020461,0.9999785110015077
37,0.9985605619730858,0.9999785110015077
38,0.9986197057604108,0.9999785110015077
39,0.9986745688915138,0.999977651441568
40,0.9987225801134568,0.999977651441568
41,0.998759449006486,0.999977651441568
42,0.9988031807574819,0.999977651441568
43,0.9988486295600838,0.9999759323216886
44,0.9988829348332859,0.9999759323216886
45,0.9989206724288048,0.9999750727617489
46,0.9989558404668493,0.9999750727617489
47,0.9989978729488382,0.9999742132018092
48,0.9990296147828313,0.9999742132018092
49,0.9990553512633389,0.9999724940819298
50,0.9990802319430035,0.9999716345219901
51,0.9991094049244669,0.9999716345219901
52,0.999136005304206,0.9999716345219901
53,0.9991634652464471,0.9999716345219901
54,0.9991789121272789,0.9999716345219901
55,0.9991977922969165,0.9999716345219901
56,0.9992158149426333,0.9999716345219901
57,0.9992389878710471,0.9999716345219901
58,0.9992544364467197,0.9999707749620504
59,0.9992733188627011,0.9999699154021108
60,0.9992836190124422,0.9999699154021108
61,0.9992947777476181,0.9999699154021108
62,0.999311087116556,0.9999699154021108
63,0.9993256801610808,0.9999699154021108
64,0.9993419905387517,0.9999699154021108
65,0.9993583014488471,0.9999699154021108
66,0.9993677443075512,0.999969055842171
67,0.9993806219723711,0.999969055842171
68,0.9993917828836707,0.999969055842171
69,0.9993995092985857,0.9999681962822313
70,0.9994089529877083,0.9999673367222917
71,0.9994175387834979,0.9999673367222917
72,0.9994338522019197,0.9999673367222917
73,0.9994458729562806,0.9999673367222917
74,0.999457034877777,0.999966477162352
75,0.9994664797197859,0.9999656176024123
76,0.9994767838962847,0.9999656176024123
77,0.999485370872335,0.9999656176024123
78,0.9994965341617895,0.9999656176024123
79,0.9995034035756661,0.9999647580424725
80,0.9995085556002323,0.9999638984825329
81,0.9995205777810999,0.9999630389225932
82,0.9995257300063408,0.9999621793626535
83,0.9995300235074165,0.9999613198027139
84,0.9995411874481258,0.9999604602427741
85,0.9995506343959727,0.9999604602427741
86,0.9995549285222081,0.9999604602427741
87,0.9995626580424093,0.9999604602427741
88,0.999568669603494,0.9999596006828344
89,0.9995772582101697,0.9999596006828344
90,0.99958498808237,0.9999596006828344
91,0.9995910002878464,0.9999596006828344
92,0.9995944355178251,0.9999587411228947
93,0.9996013067514921,0.9999587411228947
94,0.9996047424037505,0.9999587411228947
95,0.9996098959264198,0.9999587411228947
96,0.9996193441893277,0.9999587411228947
97,0.9996244978625594,0.9999587411228947
98,0.9996322284720468,0.9999587411228947
99,0.9996391002253046,0.9999587411228947
100,0.9996476897469982,0.9999578815629551
101,0.9996537024195288,0.9999570220030153
102,0.9996588564559052,0.9999570220030153
103,0.9996640105454286,0.9999570220030153
104,0.9996700237170454,0.9999570220030153
105,0.9996768960017599,0.9999570220030153
106,0.9996820502773037,0.9999570220030153
107,0.999688063665948,0.9999570220030153
108,0.9996914999205119,0.9999570220030153
109,0.9996992315796529,0.9999570220030153
110,0.9997061040133989,0.9999561624430756
111,0.9997121172018135,0.9999544433231963
112,0.9997232856817527,0.9999544433231963
113,0.999728440448967,0.9999544433231963
114,0.9997335952693395,0.9999544433231963
115,0.999740468222826,0.9999535837632566
116,0.9997490598337607,0.9999535837632566
117,0.9997533554826412,0.9999527242033168
118,0.999761087721198,0.9999510050834375
119,0.9997731165450463,0.9999510050834375
120,0.9997825679668472,0.9999510050834375
121,0.9997885826010356,0.9999510050834375
122,0.9997937378821006,0.9999501455234978
123,0.9998014711759352,0.9999501455234978
124,0.9998074860427381,0.9999501455234978
125,0.9998109231419761,0.9999501455234978
126,0.999815219549256,0.9999501455234978
127,0.9998212345814826,0.9999501455234978
128,0.99982810899265,0.9999501455234978
129,0.9998332648630623,0.9999501455234978
