index,fpr,tpr
0,0.0,0.0
1,0.0002887173730701359,0.9183218380838025
2,0.0002887173730701359,0.9183249797207336
3,0.0002887173730701359,0.9183306346672095
4,0.0002887173730701359,0.9183337763041406
5,0.0002887173730701359,0.9183350329589131
6,0.0002887173730701359,0.9183381745958441
7,0.0002887173730701359,0.9183388029232303
8,0.0004106755737635554,0.9304868846083039
9,0.0004106755737635554,0.930493167882166
10,0.0004106755737635554,0.9304937962095522
11,0.0004106755737635554,0.9304950528643247
12,0.0004106755737635554,0.9304956811917109
13,0.0004903217456449722,0.9370459941929983
14,0.0004903217456449722,0.9370466225203845
15,0.0004903217456449722,0.9370485075025432
16,0.0004903217456449722,0.9370491358299293
17,0.0004903217456449722,0.937051020812088
18,0.0004903217456449722,0.9370535341216328
19,0.0004903217456449722,0.9370560474311778
20,0.0005600121460412119,0.9417955209053946
21,0.0005600121460412119,0.9417961492327809
22,0.0005600121460412119,0.9417974058875532
23,0.0005600121460412119,0.9418005475244844
24,0.0005600121460412119,0.9418018041792567
25,0.0005600121460412119,0.9418036891614154
26,0.0006359249036156873,0.9455711401691583
27,0.0006359249036156873,0.9455717684965446
28,0.0006359249036156873,0.9455742818060894
29,0.0006359249036156873,0.9455749101334756
30,0.0006832148181702785,0.9486568559628583
31,0.0006832148181702785,0.9486606259271756
32,0.0006832148181702785,0.9486618825819481
33,0.0006832148181702785,0.9486625109093343
34,0.0007441939185169883,0.9513373005924499
35,0.0007441939185169883,0.9513379289198362
36,0.0007441939185169883,0.9513398139019947
37,0.0007441939185169883,0.9513410705567672
38,0.0007889948902002852,0.9536646252309888
39,0.0007902393616359323,0.9536646252309888
40,0.0007902393616359323,0.9536658818857613
41,0.0008362848047548764,0.9556419715154063
42,0.0008362848047548764,0.9556425998427925
43,0.0008362848047548764,0.9556438564975649
44,0.0008362848047548764,0.9556476264618822
45,0.0008736189478242906,0.9574666342449736
46,0.0008736189478242906,0.9574685192271322
47,0.0009171754480719404,0.9591260468719663
48,0.0009171754480719404,0.9591285601815113
49,0.0009669543054978259,0.9606742455515992
50,0.0009669543054978259,0.9606761305337578
51,0.00101299974861677,0.9620251494319606
52,0.00101299974861677,0.9620264060867331
53,0.00101299974861677,0.9620282910688917
54,0.0010478449488148898,0.9633521768716459
55,0.0010478449488148898,0.963355318508577
56,0.0010839346204486568,0.9645541671614745
57,0.0010839346204486568,0.9645573087984055
58,0.0011299800635676009,0.9656637933255295
59,0.0011299800635676009,0.9656656783076881
60,0.0011685586780726621,0.9667036751497147
61,0.0011685586780726621,0.9667043034771009
62,0.0012071372925777234,0.9676669010327817
63,0.001248204849954079,0.9685484443556408
64,0.0012494493213897262,0.9685484443556408
65,0.0012494493213897262,0.968549072683027
66,0.0012818055787165517,0.9693935446900995
67,0.0012818055787165517,0.9693954296722581
68,0.0013154063074790245,0.9701802105776403
69,0.0013154063074790245,0.9701814672324126
70,0.0013539849219840858,0.9709235218755321
71,0.0013539849219840858,0.9709241502029183
72,0.0013826077650039698,0.9716680898281964
73,0.0013826077650039698,0.9716687181555826
74,0.0014249197938159726,0.9723667898816671
75,0.0014249197938159726,0.9723680465364395
76,0.001465987351192328,0.9730334452384408
77,0.001465987351192328,0.9730353302205995
78,0.001509543851439978,0.9736536043686347
79,0.001509543851439978,0.9736542326960209
80,0.0015344332801529206,0.9742360638556556
81,0.0015344332801529206,0.9742385771652005
82,0.0015705229517866876,0.9748009301758626
83,0.0015705229517866876,0.974802186830635
84,0.001600390266242219,0.9753356367815312
85,0.001600390266242219,0.975338150091076
86,0.0016215462806482203,0.975835785380958
87,0.0016215462806482203,0.9758376703631166
88,0.0016414578236185744,0.9763327923434538
89,0.0016775474952523415,0.9768360825798117
90,0.0016949700953514013,0.9773048148099278
91,0.0016949700953514013,0.977305443137314
92,0.0017211039954999913,0.977741502343347
93,0.0017223484669356384,0.977741502343347
94,0.0017509713099555227,0.9781442601979106
95,0.0017509713099555227,0.9781467735074554
96,0.0017509713099555227,0.9781480301622278
97,0.001782083095846701,0.9785639828919019
98,0.0018069725245596438,0.978956687508286
99,0.0018293730104012923,0.9793462504877392
100,0.0018293730104012923,0.9793468788151254
101,0.0018579958534211765,0.9797062820800401
102,0.0018579958534211765,0.9797069104074263
103,0.0018779073963915306,0.9800782518926792
104,0.0018779073963915306,0.9800795085474516
105,0.0018791518678271779,0.9800795085474516
106,0.0019102636537183563,0.9804118937347591
107,0.0019376420253025932,0.9807116058979836
108,0.0019376420253025932,0.9807128625527559
109,0.0019376420253025932,0.9807141192075284
110,0.0019587980397085944,0.9810182296624562
111,0.001981198525550243,0.9813085169148874
112,0.0020048434828275384,0.9816170256615188
113,0.0020048434828275384,0.9816189106436775
114,0.0020222660829265987,0.9818960030209981
115,0.0020483999830751883,0.9821617855053668
116,0.002064578111738601,0.9824250546801908
117,0.002065822583174248,0.9824250546801908
118,0.00208697859758025,0.9826650757417248
119,0.00208697859758025,0.9826663323964973
120,0.002110623554857545,0.9829327432082522
121,0.002110623554857545,0.9829339998630247
122,0.0021392463978774294,0.9831702509602414
123,0.0021392463978774294,0.9831715076150137
124,0.0021666247694616665,0.983397705474051
125,0.0021666247694616665,0.9833989621288235
126,0.0021902697267389623,0.9836295582795642
127,0.0021902697267389623,0.9836301866069505
128,0.0022027144410954333,0.9838306230431529
129,0.002226359398372729,0.9840429976996934
130,0.002226359398372729,0.9840436260270796
131,0.002242537527036142,0.9842396641715786
132,0.002243781998471789,0.9842396641715786
133,0.0022599601271352018,0.9844313040243741
134,0.0022599601271352018,0.9844319323517603
135,0.002262449070006496,0.9844319323517603
136,0.002262449070006496,0.9844325606791465
137,0.0022736493129273203,0.9846480769726181
138,0.0022736493129273203,0.9846487053000044
139,0.002289827441590733,0.9848158403847375
140,0.002289827441590733,0.9848170970395098
141,0.002309738984561087,0.985008108564919
142,0.002309738984561087,0.9850093652196915
143,0.0023296505275314417,0.9851884385247627
144,0.0023296505275314417,0.9851903235069214
145,0.0023495620705017957,0.9853756800858546
146,0.0023644957277295614,0.985520195384684
147,0.0023657401991652085,0.985520195384684
148,0.0023657401991652085,0.9855214520394564
149,0.00238689621357121,0.985689843778962
150,0.00238689621357121,0.9856904721063482
151,0.00238689621357121,0.9856917287611207
152,0.002415519056591094,0.9858576071910813
153,0.0024167635280267414,0.9858582355184675
154,0.0024167635280267414,0.9858588638458538
155,0.0024391640138683897,0.9860373088235387
156,0.0024391640138683897,0.986038565478311
157,0.002460320028274391,0.9861862224140715
158,0.002460320028274391,0.9861868507414577
159,0.0024814760426803925,0.9863433042606252
160,0.0024814760426803925,0.9863439325880113
161,0.002505120999957688,0.986497872797634
162,0.0025237880714923952,0.9866461580607806
163,0.0025474330287696906,0.9868051248894929
164,0.0025474330287696906,0.9868063815442654
165,0.0025723224574826335,0.9869490118609361
166,0.0025735669289182806,0.9869490118609361
167,0.002594722943324282,0.9870935271597654
168,0.002594722943324282,0.9870947838145379
169,0.0026183679006015776,0.987229874202574
170,0.0026183679006015776,0.9872305025299603
171,0.002644501800750167,0.9873668495727688
172,0.002644501800750167,0.987367477900155
173,0.00266939122946311,0.9874969133417152
174,0.002688058300997817,0.987616295545096
175,0.002705480901096877,0.9877312794567733
176,0.002705480901096877,0.9877325361115457
177,0.002731614801245467,0.9878600865709473
178,0.002731614801245467,0.9878607148983335
179,0.002750281872780174,0.987976327137397
180,0.002750281872780174,0.9879775837921694
181,0.002775171301493117,0.9880969659955502
182,0.002776415772928764,0.9880969659955502
183,0.0027901049587208825,0.9882094365976826
184,0.0028174833303051196,0.9883413853487877
185,0.0028174833303051196,0.9883420136761739
186,0.0028373948732754737,0.9884695641355754
187,0.0028373948732754737,0.9884708207903479
188,0.0028548174733745335,0.9885933446306597
189,0.0028548174733745335,0.988593972958046
190,0.0028772179592161822,0.9887007886137025
191,0.0028772179592161822,0.9887026735958611
192,0.002892151616443948,0.9888076042693589
193,0.002892151616443948,0.9888082325967451
194,0.002922018930899479,0.988933898073988
195,0.002922018930899479,0.9889345264013742
196,0.002939441530998539,0.9890469970035067
197,0.002939441530998539,0.9890482536582791
198,0.0029543751882263047,0.9891563259687081
199,0.0029543751882263047,0.9891569542960943
200,0.0029730422597610117,0.9892562300231161
201,0.002994198274167013,0.9893555057501381
202,0.0030128653457017203,0.9894616930784084
203,0.0030128653457017203,0.9894623214057946
204,0.0030365103029790157,0.989569137061451
205,0.0030365103029790157,0.9895697653888372
206,0.0030626442031276057,0.9896734394075627
207,0.0030626442031276057,0.9896740677349489
208,0.003083800217533607,0.9897802550632192
209,0.003083800217533607,0.9897808833906053
210,0.0030999783461970196,0.9898845574093308
211,0.0031174009462960795,0.9899806914994216
212,0.003136068017830787,0.9900774539168987
213,0.003136068017830787,0.9900780822442848
214,0.003137312489266434,0.9900780822442848
215,0.003155979560801141,0.990183641245169
216,0.003178380046642789,0.9902741203887838
217,0.003178380046642789,0.99027474871617
218,0.0031982915896131437,0.9903784227348955
219,0.0031982915896131437,0.9903790510622817
220,0.003219447604019145,0.9904839817357796
221,0.003219447604019145,0.9904846100631658
222,0.0032368702041182047,0.9905926823735947
223,0.0032542928042172646,0.9906938430827752
224,0.003266737518573736,0.9907792956073004
225,0.003285404590108443,0.9908735447152326
226,0.003285404590108443,0.990874801370005
227,0.003310294018821386,0.990968422150551
228,0.003310294018821386,0.9909690504779373
229,0.0033326945046630346,0.9910614146037108
230,0.003353850519069036,0.9911380705448289
231,0.0033774954763463316,0.9912096998668575
232,0.0033924291335740973,0.9912850991532032
233,0.0033936736050097444,0.9912850991532032
234,0.003421051976593981,0.9913674100407973
235,0.0034397190481286885,0.9914333844163499
236,0.0034571416482277483,0.9914993587919023
237,0.0034571416482277483,0.9914999871192886
238,0.0034583861196633954,0.9914999871192886
239,0.0034758087197624553,0.9915565365840479
240,0.0034758087197624553,0.9915571649114341
241,0.003491986848425868,0.9916061744475588
242,0.003493231319861515,0.9916061744475588
243,0.003510653919960575,0.9916570689658423
244,0.003528076520059635,0.9917085918115118
245,0.0035504770059012836,0.991744406472526
246,0.0035504770059012836,0.9917450347999123
247,0.003574121963178579,0.99178524775263
248,0.0035952779775845806,0.9918223190684167
249,0.0036139450491192875,0.9918587620568171
250,0.0036400789492678776,0.991884523479652
251,0.0036512791921887015,0.9919115415572591
252,0.0036550126064956432,0.9919134265394178
253,0.0036823909780798803,0.991940444617025
254,0.0037035469924858815,0.9919693476767909
255,0.0037135027639710588,0.9919938524448533
256,0.0037321698355057657,0.9920202421950743
257,0.00373465877837706,0.9920214988498467
258,0.003754570321347414,0.9920466319452953
259,0.0037744818643177685,0.9920667384216542
260,0.0037919044644168284,0.9920793049693785
261,0.0037931489358524755,0.9920799332967647
262,0.0038130604788228295,0.9920975264635787
263,0.0038143049502584766,0.9920981547909649
264,0.0038367054361001253,0.9921182612673237
265,0.0038379499075357724,0.99211888959471
266,0.0038379499075357724,0.9921195179220962
267,0.0038578614505061265,0.9921371110889102
268,0.0038790174649121277,0.9921553325831104
269,0.003896440065011188,0.9921641291665174
270,0.0039088847793676594,0.992180465678559
271,0.003927551850902366,0.9922005721549179
272,0.003949952336744015,0.9922143953574146
273,0.0039735972940213105,0.99223010354207
274,0.003989775422684723,0.9922489533636564
275,0.00399101989412037,0.9922495816910426
276,0.00400844249421943,0.9922608915839944
277,0.004010931437090724,0.9922621482387669
278,0.0040258650943184905,0.9922835113698982
279,0.004027109565754137,0.9922835113698982
