index,fpr,tpr
0,0.0,0.0
1,1.123559035536924e-05,0.9827952319700405
2,1.6229186068866678e-05,0.9864064251829127
3,1.6229186068866678e-05,0.9876357499872032
4,1.6229186068866678e-05,0.9883474208947239
5,1.87259839256154e-05,0.9887932472173007
6,1.87259839256154e-05,0.9891325705850397
7,1.9974382853989758e-05,0.9894107992344997
8,2.371957963911284e-05,0.9895973858065411
9,2.4967978567487198e-05,0.9897724139183676
10,2.6216377495861557e-05,0.9899193714839577
11,2.6216377495861557e-05,0.9900473401506232
12,2.746477642423592e-05,0.9901695295871813
13,2.9961574280984637e-05,0.9902578692473957
14,2.9961574280984637e-05,0.9902586948516967
15,3.1209973209359e-05,0.9903387784689003
16,3.495516999448208e-05,0.9904238157119103
17,3.74519678512308e-05,0.9904931664732001
18,3.74519678512308e-05,0.9905575636086834
19,3.8700366779605154e-05,0.9906170071183603
20,3.9948765707979516e-05,0.9906789274409404
21,3.9948765707979516e-05,0.9907292893033055
22,3.9948765707979516e-05,0.9907755231441654
23,3.9948765707979516e-05,0.9908118497334124
24,4.119716463635388e-05,0.9908448739054551
25,4.6190760349851315e-05,0.990880374890401
26,4.743915927822568e-05,0.9909133990624438
27,4.868755820660003e-05,0.9909422952129812
28,4.868755820660003e-05,0.9909670633420132
29,4.868755820660003e-05,0.9909992619097548
30,4.9935957134974395e-05,0.9910306348731954
31,5.243275499172311e-05,0.991062833440937
32,5.492955284847184e-05,0.9910876015699691
33,5.492955284847184e-05,0.9911016368430873
34,5.492955284847184e-05,0.9911305329936246
35,5.492955284847184e-05,0.9911528243097535
36,5.7426350705220556e-05,0.9911693363957749
37,5.7426350705220556e-05,0.9911899765033015
38,5.7426350705220556e-05,0.9912048373807208
39,5.9923148561969274e-05,0.9912205238624411
40,5.9923148561969274e-05,0.9912395127613657
41,5.9923148561969274e-05,0.991255199243086
42,6.117154749034363e-05,0.9912634552860966
43,6.117154749034363e-05,0.9912733625377095
44,6.117154749034363e-05,0.9912973050624404
45,6.117154749034363e-05,0.9913105147312575
46,6.117154749034363e-05,0.9913253756086767
47,6.117154749034363e-05,0.9913262012129779
48,6.117154749034363e-05,0.991352620550612
49,6.2419946418718e-05,0.9913658302194291
